NUCCORE_ACC	NUCCORE_CreateDate	NUCCORE_GC	BIOSAMPLE_Host	BIOSAMPLE_Host_processed	BIOSAMPLE_IsolationSource	NUCCORE_Length	BIOSAMPLE_Location	BIOSAMPLE_SampleType	NUCCORE_Topology	loc_lat	loc_lng	loc_parsed	plasmidfinder	pmlst	TAXONOMY_class	TAXONOMY_family	TAXONOMY_genus	TAXONOMY_taxon_name	TAXONOMY_order	TAXONOMY_phylum	TAXONOMY_species	TAXONOMY_strain	TAXONOMY_superkingdom	D1	D2
NZ_AP019539.1	2023-05-11	0.5438590686193411	Homo sapiens			151109	Japan:Tokyo		circular	34.69686420000001	139.4049033	Japan,Tokyo	IncFIA_1, AP001918, |IncFIB(pB171)_1, AB024946, 	IncF RST(F-:A6:B32):FIA(6);FIB(32);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.065230000000001	5.2687774
NZ_AP019526.1	2020-06-26	0.5106356736242884				105401			circular				IncFIA_1, AP001918, |IncFII(pRSB107)_1, AJ851089, |Col156_1, NC_009781, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F1:A-:B20):FIA(16?);FIB(20);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O25b:H4-ST131	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_O25b:H4-ST131 (941322)	Bacteria (2)	-6.5861936000000005	5.8542504
NZ_AP018939.1	2020-01-16	0.5189959459131406				123579	Japan		circular	36.5748441	139.2394179	Japan	IncFIB(AP001918)_1, AP001918, |IncQ1_1, M28829, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(1,6);FIB(58?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.0951743	5.2298665
NZ_AP018833.1	2020-04-18	0.5285183319094248	Homo sapiens			136947	Myanmar:Yangon		circular	16.7788	96.149		IncFII_1, AY458016, |IncFIA_1, AP001918, 	IncF RST(F36:A-:B-):FIA(4,20);FIB(-);FIC(-);FII(36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.11238	5.515973000000001
NZ_AP018811.1	2018-12-28	0.5306666314859035	Bos taurus			75799	Japan		circular	36.5748441	139.2394179	Japan	IncFII(pHN7A8)_1, JN232517, 	IncF RST(F40:A-:B-):FIA(-);FIB(-);FIC(-);FII(40);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.1290345	4.083876999999999
NZ_AP018805.1	2018-12-28	0.500331488895122	Bos taurus			78434	Japan		circular	36.5748441	139.2394179	Japan	IncFII(pRSB107)_1, AJ851089, 	IncF RST(F5:A-:B-):FIA(-);FIB(-);FIC(3?);FII(5);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.333232	3.1502209
NZ_AP018801.1	2018-12-28	0.5102049404536464	Bos taurus			71289	Japan		circular	36.5748441	139.2394179	Japan	IncFII(pCoo)_1, CR942285, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(6?);FII(82?);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.7686186	3.6457655
NZ_AP018800.1	2018-12-28	0.5013949928398598	Bos taurus			81004	Japan		circular	36.5748441	139.2394179	Japan	IncFII(pRSB107)_1, AJ851089, 	IncF RST(F5:A-:B-):FIA(-);FIB(-);FIC(3?);FII(5);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.2953877	3.1400106
NZ_AP018799.1	2018-12-28	0.5306212714543082	Bos taurus			92697	Japan		circular	36.5748441	139.2394179	Japan	IncFII(pCoo)_1, CR942285, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(~59);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.123933	4.2882195
NZ_AP018785.1	2018-12-28	0.5106009046891679				169561			linear				IncFII(29)_1, CP003035, |IncFII(pRSB107)_1, AJ851089, |Col156_1, NC_009781, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B10):FIA(-);FIB(10);FIC(3?);FII(4,29);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.8871245000000005	5.353324400000001
NZ_AP018692.1	2020-04-18	0.4760035374560514	Homo sapiens		Human intestinal microflora	92722	Japan: Sakai City, Osaka prefecture		circular	34.5816245	135.4663956	Japan,Sakai City,Osaka prefecture	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F23:A-:B3):FIA(-);FIB(3);FIC(3?);FII(23);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O157:H7 str. Sakai	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_O157:H7_str._Sakai (386585)	Bacteria (2)	-17.621674	-4.892572
NZ_AP018489.1	2018-12-28	0.4808085516627645	Homo sapiens			94391			circular				IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F23:A-:B3):FIA(-);FIB(3);FIC(3?);FII(23);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.947916	2.8167548
NZ_AP018458.1	2020-06-26	0.5074068312245039				115704			circular				IncFIB(AP001918)_1, AP001918, |IncFII(pRSB107)_1, AJ851089, |IncFIA_1, AP001918, 	IncF RST(F1:A-:B-):FIA(2,6);FIB(20?);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O25b:H4-ST131	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_O25b:H4-ST131 (941322)	Bacteria (2)	-6.7614045	5.7111626
NZ_AP018457.1	2020-06-26	0.5033454671520194				86535			circular				IncFIB(AP001918)_1, AP001918, |IncFII(pRSB107)_1, AJ851089, |IncFIA_1, AP001918, 	IncF RST(F1:A-:B-):FIA(2,6);FIB(20?);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O25b:H4-ST131	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_O25b:H4-ST131 (941322)	Bacteria (2)	-6.7195735	5.664649
NZ_AP018456.1	2020-06-26	0.5191638502941545				159781			circular				IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, |IncFII(pRSB107)_1, AJ851089, |IncFIA_1, AP001918, 	IncF RST(F1:A-:B-):FIA(2,6);FIB(20?);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O25b:H4-ST131	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_O25b:H4-ST131 (941322)	Bacteria (2)	-6.743069	5.760594
NZ_AP018354.1	2020-06-26	0.5190828317569505				87280			circular				IncFII(pCoo)_1, CR942285, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(96?);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.846198599999999	3.7851334000000003
NZ_AP018353.1	2020-06-26	0.5254346937849004				88108			circular				IncFII(pCoo)_1, CR942285, 	IncF RST(F16:A-:B-):FIA(-);FIB(-);FIC(-);FII(16);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.129599000000001	3.4194205
NZ_AP018147.1	2019-09-11	0.5213919722546071	Homo sapiens			102071	Myanmar:Yangon		circular	16.7788	96.149		IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.2439265	4.233256
NZ_AP018144.1	2020-04-18	0.5291146730344558	Homo sapiens			94643	Myanmar:Yangon		circular	16.7788	96.149		IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.0594444	7.804183500000001
NZ_AP018140.1	2020-04-18	0.5246811684579925	Homo sapiens			81783	Myanmar:Yangon		circular	16.7788	96.149		IncFII(pHN7A8)_1, JN232517, 	IncF RST(F40:A-:B-):FIA(-);FIB(-);FIC(-);FII(40);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.8356520000000005	3.695614
NZ_AP018139.1	2020-04-18	0.5261700666710967	Homo sapiens			90294	Myanmar:Yangon		circular	16.7788	96.149		IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.0312324	3.966076
NZ_AP018138.1	2020-04-18	0.5295763069861966	Homo sapiens			87587	Myanmar:Yangon		circular	16.7788	96.149		IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.06192	7.798276400000001
NZ_AP018136.1	2020-04-18	0.5249188784424661	Homo sapiens			84133	Myanmar:Yangon		circular	16.7788	96.149		IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.0639877	7.784252
NZ_AP017621.1	2017-09-27	0.5065005277656206	Bos taurus			116529	Japan		circular	36.5748441	139.2394179	Japan	IncFII_1, AY458016, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F24:A-:B1):FIA(-);FIB(1);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.929502	2.9505608
NZ_AP017618.1	2017-09-27	0.5065005277656206	Bos taurus			116529	Japan		circular	36.5748441	139.2394179	Japan	IncFII_1, AY458016, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F24:A-:B1):FIA(-);FIB(1);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.952425999999999	2.9333098
NZ_AP017612.1	2017-09-27	0.4609399372396454	Sus scrofa			108986	Japan		circular	36.5748441	139.2394179	Japan	IncFIB(H89-PhagePlasmid)_1, HG530657, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	11.321034	-9.154034
NZ_AP017611.1	2017-09-27	0.4769665980162393	Sus scrofa			168972	Japan		circular	36.5748441	139.2394179	Japan	IncFIB(AP001918)_1, AP001918, |IncX3_1, JN247852, |IncX1_1, EU370913, |IncFII_1, AY458016, 	IncF RST(F107:A-:B-):FIA(-);FIB(58?);FIC(5?);FII(107);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.398386	2.6744158
NZ_AP014876.1	2020-06-26	0.5195186339764652				71214			circular				IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.59762	4.529294
NZ_AP014806.1	2020-04-18	0.5195639603366672				46693	Brazil		circular	-10.333333300000001	-53.2	Brazil	IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.4384127	4.085563
NZ_AP014804.1	2020-04-18	0.4735596489668051				146197	Brazil		circular	-10.333333300000001	-53.2	Brazil	IncFIB(AP001918)_1, AP001918, |IncFII(pCoo)_1, CR942285, 	IncF RST(F-:A-:B-):FIA(-);FIB(~12);FIC(3?);FII(~43);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.186737	4.1430063
NZ_AP014654.1	2020-06-26	0.4615458843964103				145082			circular				IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F-:A-:B-):FIA(-);FIB(~56);FIC(-);FII(~84);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O169:H41	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_O169:H41 (1446701)	Bacteria (2)	-4.208160400000001	3.7511457999999998
NC_025179.1	2014-09-29	0.4981759565623144	chicken			153231	Switzerland		circular	47.37	8.55		IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A27:B1):FIA(27);FIB(1);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-9.002637	3.0137557999999998
NC_025177.1	2014-09-29	0.5173169547357508	Homo sapiens			76197	Switzerland		circular	47.37	8.55		IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.074778599999999	4.0099497
NC_025175.1	2014-09-29	0.5085897451288762	Homo sapiens			166594	Switzerland		circular	47.37	8.55		IncFII_1, AY458016, |IncFIB(AP001918)_1, AP001918, |IncQ1_1, M28829, 	IncF RST(F24:A-:B1):FIA(-);FIB(1);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.073402	2.8388686
NC_025167.1	2014-09-29	0.5401646123741703				99142	USA		circular	39.7837304	-100.4458825	USA	IncFIB(pQil)_1, JN233705, |IncFII(K)_1, CP000648, 	IncF RST(K2:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(2);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-0.90959495	1.0259120000000002
NC_025139.1	2014-09-29	0.5056753493186129	Homo sapiens			144925	Switzerland		circular	47.37	8.55		IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F24:A-:B6):FIA(-);FIB(6);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.025006	2.8627245
NC_024956.1	2014-09-25	0.5419349382050388			chicken broilery	94587			circular				IncFII_1, AY458016, 	IncF RST(F24:A-:B-):FIA(-);FIB(-);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.020491	2.837357
NC_023916.1	2014-03-31	0.4612899472888196			clinical isolate	111741			circular				IncFIB(H89-PhagePlasmid)_1, HG530657, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli H89	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_H89 (1408253)	Bacteria (2)	11.319823	-9.154357000000001
NC_023327.1	2014-01-23	0.4894003310727826				168543			circular				IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B1):FIA(-);FIB(1);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli ACN001	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_ACN001 (1311757)	Bacteria (2)	-9.145233000000001	3.0108185
NC_023315.1	2014-01-14	0.4987778778345632				85507			circular				IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.831291	3.5480201
NC_023289.2	2014-01-06	0.4753649367972536				239151			circular				IncFIA(HI1)_1, AF250878, |IncQ1_1, M28829, |IncHI1B(R27)_1_R27, AF250878, |IncHI1A_1, AF250878, 	IncF RST(F-:A8:B-):FIA(8);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)|IncHI1 MLST(9):HCM1_043(1);HCM1_064(3);HCM1_099(1);HCM1_116(1);HCM1_178ac(1);HCM1_259(1)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	0.40894523	-6.605884599999999
NC_023277.2	2014-01-06	0.4681902258566978				287616			circular				IncFIA(HI1)_1, AF250878, |IncQ1_1, M28829, |IncX1_1, EU370913, |IncX3_1, JN247852, |IncHI1B(R27)_1_R27, AF250878, |IncHI1A_1, AF250878, 	IncF RST(F-:A8:B-):FIA(8);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)|IncHI1 MLST(9):HCM1_043(1);HCM1_064(3);HCM1_099(1);HCM1_116(1);HCM1_178ac(1);HCM1_259(1)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	0.40301993	-6.6101694
NC_022743.1	2013-11-03	0.4716219613862827	Homo sapiens			75569	Germany:Frankfurt am Main		circular	50.1106444	8.682091699999999	Germany,Frankfurt am Main	IncFIB(AP001918)_1, AP001918, |IncFII(pRSB107)_1, AJ851089, 	IncF RST(F48:A-:B25):FIA(-);FIB(25);FIC(3?);FII(48);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.556696400000001	4.376703
NC_022651.1	2013-11-04	0.5204442384418937				110040			circular				IncFIA_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(1,6);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli JJ1886	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_JJ1886 (1355100)	Bacteria (2)	-5.550791	-8.123878999999999
NC_022333.1	2013-09-12	0.4951757596288208				165311			circular				IncFII(pCoo)_1, CR942285, 	IncF RST(F106:A-:B-):FIA(-);FIB(-);FIC(-);FII(106);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.240738400000001	3.5892
NC_020278.2	2013-02-17	0.5298593166810222			cat	76626			circular				IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.5248349999999995	4.4198365
NC_020271.1	2013-02-15	0.4876495701672863				137728			circular				IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F-:A27:B1):FIA(27);FIB(1);FIC(-);FII(~36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O25b:H4-ST131	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_O25b:H4-ST131 (941322)	Bacteria (2)	-8.539723	2.779723
NC_020086.1	2013-01-07	0.5124773734473503			anus swab of patient with hospital-acquired infection	80105	Viet Nam		circular	13.2904027	108.42651129999999	Viet Nam	IncFII(pBK30683)_1, KF954760, |IncN_1, AY046276, |Col(pHAD28)_1, KU674895, 	IncF RST(K34:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(34);FIIS(-);FIIY(-)|IncN MLST(6):repN(2);traJ(4);korA(2)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	0.33639318	-1.4209216
NC_019424.1	2012-12-11	0.5169418644650843	Homo sapiens			69768			circular				IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.4910665000000005	4.390181500000001
NC_019095.1	2012-11-02	0.5164872447315195				76635	China		circular	34.4118455	86.0326902	China	IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.5561924	4.4364514
NC_019094.1	2012-11-02	0.5078582124296913	primate		fecal sample	79478	Canada		circular	61.0666922	-107.9917071	Canada	IncFII_1, AY458016, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(5?);FII(~21);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.4359565000000005	3.8763986000000004
NC_019093.1	2012-11-02	0.534323320958488	Homo sapiens		fecal sample	59260			circular				IncFII(S)_1, CP000858, |IncFII(SARC14)_1, JQ418540, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(3?);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	1.818488	2.0338404
NC_019090.1	2012-11-02	0.518102897822218	pig			73607			circular				IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.508925	4.4067287
